latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
2021-01-22T09:00,0.9,0.00,0.00,0.00,7,12.2,23.7
2021-01-22T10:00,2.7,0.00,0.00,0.00,2,11.6,21.1
2021-01-22T11:00,4.5,0.00,0.00,0.00,2,11.8,17.6
2021-01-22T12:00,6.0,0.00,0.00,0.00,3,11.8,16.8
2021-01-22T13:00,7.0,0.00,0.00,0.00,7,12.2,17.0
2021-01-22T14:00,7.2,0.00,0.00,0.00,28,13.0,18.2
2021-01-22T15:00,7.1,0.00,0.00,0.00,29,11.5,18.6
2021-01-22T16:00,6.1,0.00,0.00,0.00,44,9.8,19.5
2021-01-22T17:00,5.0,0.00,0.00,0.00,51,10.0,21.4
2021-01-22T18:00,4.3,0.00,0.00,0.00,58,10.5,22.7
2021-01-22T19:00,3.8,0.40,0.40,0.00,68,9.8,22.2
2021-01-22T20:00,3.8,0.30,0.30,0.00,70,9.5,21.6
2021-01-22T21:00,3.4,0.20,0.20,0.00,65,10.5,22.8
2021-01-22T22:00,3.5,0.00,0.00,0.00,80,13.7,25.1
2021-01-22T23:00,3.5,0.00,0.00,0.00,86,16.1,27.9
2021-01-23T00:00,3.4,0.00,0.00,0.00,70,15.5,26.3
2021-01-23T01:00,2.9,0.00,0.00,0.00,67,12.3,22.4
2021-01-23T02:00,2.0,0.00,0.00,0.00,79,11.3,22.3
2021-01-23T03:00,1.3,0.00,0.00,0.00,86,9.3,20.1
2021-01-23T04:00,0.6,0.00,0.00,0.00,54,8.4,18.3
2021-01-23T05:00,-0.1,0.00,0.00,0.00,49,7.0,16.0
2021-01-23T06:00,-0.7,0.00,0.00,0.00,43,5.4,13.0
2021-01-23T07:00,-1.0,0.00,0.00,0.00,64,4.6,11.0
2021-01-23T08:00,-0.9,0.00,0.00,0.00,75,4.7,10.2
2021-01-23T09:00,-0.5,0.00,0.00,0.00,64,4.9,9.4
2021-01-23T10:00,0.0,0.00,0.00,0.00,100,5.5,7.9
2021-01-23T11:00,1.4,0.00,0.00,0.00,100,8.7,11.4
2021-01-23T12:00,2.4,0.00,0.00,0.00,100,11.8,16.7
2021-01-23T13:00,3.3,0.00,0.00,0.00,100,12.5,17.7
2021-01-23T14:00,3.6,0.00,0.00,0.00,47,12.8,18.2
2021-01-23T15:00,3.8,0.00,0.00,0.00,21,15.5,22.7
2021-01-23T16:00,3.5,0.00,0.00,0.00,19,11.8,22.5
2021-01-23T17:00,2.5,0.00,0.00,0.00,17,11.8,25.0
2021-01-23T18:00,1.8,0.00,0.00,0.00,19,12.7,26.5
2021-01-23T19:00,1.4,0.00,0.00,0.00,2,11.8,25.0
2021-01-23T20:00,0.7,0.00,0.00,0.00,0,11.0,24.5
2021-01-23T21:00,0.3,0.00,0.00,0.00,0,11.6,25.2
2021-01-23T22:00,0.1,0.00,0.00,0.00,4,10.6,22.5
2021-01-23T23:00,-0.1,0.00,0.00,0.00,4,10.4,21.7
2021-01-24T00:00,-0.5,0.00,0.00,0.00,1,9.8,20.7
2021-01-24T01:00,-1.2,0.00,0.00,0.00,1,8.4,18.6
2021-01-24T02:00,-1.8,0.00,0.00,0.00,4,7.7,16.7
2021-01-24T03:00,-2.6,0.00,0.00,0.00,20,7.4,16.1
2021-01-24T04:00,-2.9,0.00,0.00,0.00,65,7.6,17.6
2021-01-24T05:00,-2.3,0.00,0.00,0.00,84,5.2,13.3
2021-01-24T06:00,-1.8,0.00,0.00,0.00,89,8.1,13.3
2021-01-24T07:00,-1.2,0.00,0.00,0.00,87,12.1,23.0
2021-01-24T08:00,-0.8,0.00,0.00,0.00,89,11.5,24.0
2021-01-24T09:00,-0.1,0.20,0.10,0.07,88,13.8,25.5
2021-01-24T10:00,1.2,0.60,0.10,0.35,90,12.6,23.2
2021-01-24T11:00,1.5,1.20,0.10,0.77,100,12.1,22.7
2021-01-24T12:00,1.4,1.20,0.20,0.70,100,14.0,21.9
2021-01-24T13:00,1.7,0.80,0.20,0.42,100,12.4,18.4
2021-01-24T14:00,2.1,0.40,0.30,0.07,100,6.6,9.0
2021-01-24T15:00,2.6,0.10,0.10,0.00,100,9.1,15.1
2021-01-24T16:00,2.2,0.00,0.00,0.00,100,9.1,16.6
2021-01-24T17:00,2.0,0.00,0.00,0.00,100,8.3,15.6
2021-01-24T18:00,1.7,0.00,0.00,0.00,70,8.7,15.6
2021-01-24T19:00,1.6,0.00,0.00,0.00,62,10.1,16.8
2021-01-24T20:00,1.6,0.00,0.00,0.00,89,11.1,19.1
2021-01-24T21:00,1.9,0.00,0.00,0.07,100,13.1,22.8
2021-01-24T22:00,1.8,0.20,0.00,0.14,66,11.9,22.4
2021-01-24T23:00,1.3,0.00,0.00,0.00,52,15.9,29.1
2021-01-25T00:00,1.2,0.00,0.00,0.00,68,17.3,31.4
2021-01-25T01:00,1.1,0.00,0.00,0.00,79,18.0,32.0
2021-01-25T02:00,0.5,0.00,0.00,0.00,78,17.8,32.1
2021-01-25T03:00,0.1,0.00,0.00,0.00,25,17.1,31.4
2021-01-25T04:00,-0.4,0.00,0.00,0.00,2,16.1,30.7
2021-01-25T05:00,-1.1,0.00,0.00,0.00,0,15.5,30.6
2021-01-25T06:00,-1.6,0.00,0.00,0.00,0,15.2,30.3
2021-01-25T07:00,-2.1,0.00,0.00,0.00,0,13.0,27.7
2021-01-25T08:00,-2.4,0.00,0.00,0.00,0,12.1,26.2
2021-01-25T09:00,-1.4,0.00,0.00,0.00,0,13.5,26.2
2021-01-25T10:00,0.5,0.00,0.00,0.00,0,14.6,27.3
2021-01-25T11:00,2.1,0.00,0.00,0.00,0,15.3,23.9
2021-01-25T12:00,3.2,0.00,0.00,0.00,0,16.3,24.1
2021-01-25T13:00,4.2,0.00,0.00,0.00,0,17.4,25.3
2021-01-25T14:00,4.9,0.00,0.00,0.00,0,18.3,27.1
2021-01-25T15:00,5.0,0.00,0.00,0.00,0,18.2,29.4
2021-01-25T16:00,4.2,0.00,0.00,0.00,0,17.1,29.9
2021-01-25T17:00,3.3,0.00,0.00,0.00,1,16.2,30.3
2021-01-25T18:00,2.7,0.00,0.00,0.00,2,15.3,29.6
2021-01-25T19:00,2.4,0.00,0.00,0.00,4,15.5,30.7
2021-01-25T20:00,2.1,0.00,0.00,0.00,1,15.9,30.9
2021-01-25T21:00,1.5,0.00,0.00,0.00,1,15.2,30.3
2021-01-25T22:00,1.2,0.00,0.00,0.00,0,13.7,28.4
2021-01-25T23:00,0.9,0.00,0.00,0.00,1,12.3,26.3
2021-01-26T00:00,0.4,0.00,0.00,0.00,12,12.5,26.3
2021-01-26T01:00,0.1,0.00,0.00,0.00,39,12.6,26.4
2021-01-26T02:00,-0.0,0.00,0.00,0.00,22,12.9,27.1
2021-01-26T03:00,-0.2,0.00,0.00,0.00,30,12.1,26.3
2021-01-26T04:00,-0.3,0.00,0.00,0.00,69,10.4,24.1
2021-01-26T05:00,0.0,0.00,0.00,0.00,89,11.1,24.8
2021-01-26T06:00,0.4,0.00,0.00,0.00,88,9.8,22.8
2021-01-26T07:00,0.5,0.00,0.00,0.00,92,8.2,21.0
2021-01-26T08:00,0.7,0.00,0.00,0.00,89,7.4,18.4
2021-01-26T09:00,1.1,0.00,0.00,0.00,89,8.5,18.3
2021-01-26T10:00,2.2,0.10,0.10,0.00,90,11.4,20.7
2021-01-26T11:00,3.3,0.20,0.20,0.00,100,12.3,22.7
2021-01-26T12:00,3.9,0.10,0.10,0.00,100,13.3,25.1
2021-01-26T13:00,4.5,0.20,0.20,0.00,100,14.5,26.6
2021-01-26T14:00,4.9,0.20,0.20,0.00,100,16.2,27.8
2021-01-26T15:00,5.2,0.10,0.10,0.00,100,16.8,28.6
2021-01-26T16:00,5.0,0.20,0.20,0.00,100,18.9,31.7
2021-01-26T17:00,4.8,0.30,0.30,0.00,100,19.6,33.3
2021-01-26T18:00,4.9,0.10,0.10,0.00,100,21.5,36.2
2021-01-26T19:00,5.1,0.40,0.40,0.00,100,21.7,36.2
2021-01-26T20:00,5.3,0.00,0.00,0.00,100,21.8,36.6
2021-01-26T21:00,5.4,0.10,0.10,0.00,100,21.6,36.9
2021-01-26T22:00,5.8,0.20,0.20,0.00,100,20.5,34.8
2021-01-26T23:00,6.1,0.00,0.00,0.00,100,16.8,29.7
2021-01-27T00:00,6.6,0.00,0.00,0.00,100,13.2,24.2
2021-01-27T01:00,7.0,0.00,0.00,0.00,100,11.6,21.8
2021-01-27T02:00,7.2,0.00,0.00,0.00,100,11.3,21.3
2021-01-27T03:00,7.3,0.00,0.00,0.00,100,11.2,21.4
2021-01-27T04:00,7.2,0.00,0.00,0.00,100,11.2,21.2
2021-01-27T05:00,7.1,0.00,0.00,0.00,100,11.2,21.3
2021-01-27T06:00,7.2,0.00,0.00,0.00,100,10.1,20.2
2021-01-27T07:00,7.2,0.00,0.00,0.00,100,8.3,16.8
2021-01-27T08:00,7.2,0.00,0.00,0.00,100,9.5,18.7
2021-01-27T09:00,7.4,0.00,0.00,0.00,100,7.6,14.5
2021-01-27T10:00,8.2,0.00,0.00,0.00,100,11.2,18.4
2021-01-27T11:00,8.9,0.00,0.00,0.00,100,12.0,16.8
2021-01-27T12:00,9.2,0.00,0.00,0.00,100,12.3,17.2
2021-01-27T13:00,9.7,0.00,0.00,0.00,100,10.8,15.0
2021-01-27T14:00,9.9,0.00,0.00,0.00,100,10.2,15.5
2021-01-27T15:00,10.0,0.00,0.00,0.00,100,7.9,13.2
2021-01-27T16:00,9.4,0.00,0.00,0.00,100,5.0,10.0
2021-01-27T17:00,9.1,0.00,0.00,0.00,100,5.6,10.6
2021-01-27T18:00,8.6,0.00,0.00,0.00,100,6.1,10.7
2021-01-27T19:00,8.6,0.20,0.20,0.00,100,6.6,11.2
2021-01-27T20:00,8.7,0.40,0.40,0.00,100,5.8,11.3
2021-01-27T21:00,8.7,0.60,0.60,0.00,100,5.8,11.4
2021-01-27T22:00,8.6,0.80,0.80,0.00,100,7.7,13.9
2021-01-27T23:00,8.6,0.60,0.60,0.00,100,8.4,15.8
2021-01-28T00:00,8.5,0.40,0.40,0.00,100,10.4,19.4
2021-01-28T01:00,8.5,0.70,0.70,0.00,100,13.0,23.1
2021-01-28T02:00,8.5,1.30,1.30,0.00,100,11.2,20.5
2021-01-28T03:00,8.9,0.80,0.80,0.00,100,13.4,24.4
2021-01-28T04:00,9.5,2.00,2.00,0.00,100,19.4,32.1
2021-01-28T05:00,9.8,0.80,0.80,0.00,100,17.7,30.0
2021-01-28T06:00,10.2,0.00,0.00,0.00,100,18.6,32.4
2021-01-28T07:00,10.7,0.60,0.60,0.00,100,22.0,36.6
2021-01-28T08:00,11.0,0.00,0.00,0.00,100,25.4,41.6
2021-01-28T09:00,11.2,0.00,0.00,0.00,94,27.0,42.7
2021-01-28T10:00,11.6,0.00,0.00,0.00,90,25.8,39.4
2021-01-28T11:00,11.9,0.00,0.00,0.00,100,26.3,39.9
2021-01-28T12:00,12.0,0.00,0.00,0.00,100,24.9,37.8
2021-01-28T13:00,12.1,0.00,0.00,0.00,92,23.9,36.9
2021-01-28T14:00,12.3,0.00,0.00,0.00,87,21.6,33.9
2021-01-28T15:00,12.1,0.00,0.00,0.00,100,20.3,32.5
2021-01-28T16:00,11.7,0.00,0.00,0.00,100,18.1,30.0
2021-01-28T17:00,11.3,0.00,0.00,0.00,100,14.4,26.2
2021-01-28T18:00,11.0,0.00,0.00,0.00,100,14.0,24.9
2021-01-28T19:00,10.7,0.10,0.10,0.00,100,15.1,25.2
2021-01-28T20:00,10.6,0.00,0.00,0.00,100,15.9,26.9
2021-01-28T21:00,10.7,0.30,0.30,0.00,100,15.6,26.6
2021-01-28T22:00,10.6,1.20,1.20,0.00,91,15.1,26.3
2021-01-28T23:00,10.4,2.70,2.70,0.00,100,19.0,33.5
2021-01-29T00:00,10.5,3.60,3.60,0.00,100,20.3,35.1
2021-01-29T01:00,10.5,0.90,0.90,0.00,100,22.2,37.5
2021-01-29T02:00,10.2,0.00,0.00,0.00,100,24.3,39.8
2021-01-29T03:00,9.6,0.00,0.00,0.00,72,25.6,42.1
2021-01-29T04:00,9.3,0.00,0.00,0.00,85,24.7,41.3
2021-01-29T05:00,9.1,0.00,0.00,0.00,89,23.7,39.0
2021-01-29T06:00,9.3,0.00,0.00,0.00,94,22.9,38.1
2021-01-29T07:00,8.8,0.00,0.00,0.00,51,22.9,37.9
2021-01-29T08:00,8.4,0.00,0.00,0.00,52,21.3,36.4
2021-01-29T09:00,8.5,0.10,0.10,0.00,100,19.4,32.9
2021-01-29T10:00,8.9,0.30,0.30,0.00,100,12.7,22.2
2021-01-29T11:00,8.6,0.40,0.40,0.00,100,14.0,23.8
2021-01-29T12:00,9.4,0.00,0.00,0.00,100,20.3,32.1
2021-01-29T13:00,10.2,0.00,0.00,0.00,57,21.7,34.2
2021-01-29T14:00,10.5,0.00,0.00,0.00,49,19.1,29.5
2021-01-29T15:00,10.6,0.00,0.00,0.00,61,16.8,27.8
2021-01-29T16:00,10.2,0.00,0.00,0.00,62,16.6,28.1
2021-01-29T17:00,9.6,0.00,0.00,0.00,77,16.0,28.5
2021-01-29T18:00,9.6,0.00,0.00,0.00,100,18.7,32.0
2021-01-29T19:00,9.6,0.00,0.00,0.00,100,16.8,28.9
2021-01-29T20:00,9.0,0.00,0.00,0.00,100,16.3,28.1
2021-01-29T21:00,8.7,0.00,0.00,0.00,100,14.8,25.5
2021-01-29T22:00,8.6,0.00,0.00,0.00,100,11.0,20.6
2021-01-29T23:00,8.3,0.00,0.00,0.00,100,9.4,19.3
2021-01-30T00:00,8.1,0.00,0.00,0.00,100,8.2,17.2
2021-01-30T01:00,7.8,0.00,0.00,0.00,100,5.5,12.5
2021-01-30T02:00,7.6,0.00,0.00,0.00,100,6.8,13.2
2021-01-30T03:00,7.3,0.30,0.30,0.00,100,6.1,11.4
2021-01-30T04:00,7.0,0.60,0.60,0.00,100,8.5,15.3
2021-01-30T05:00,6.6,1.00,1.00,0.00,100,15.0,25.6
2021-01-30T06:00,6.2,1.30,1.30,0.00,100,20.5,34.1
2021-01-30T07:00,6.0,1.50,1.50,0.00,100,22.6,37.3
2021-01-30T08:00,5.7,1.50,1.50,0.00,100,23.6,38.3
2021-01-30T09:00,5.2,1.30,1.30,0.00,100,24.4,39.5
2021-01-30T10:00,4.5,1.00,1.00,0.00,100,21.9,35.0
2021-01-30T11:00,4.0,0.90,0.90,0.00,100,21.6,34.6
2021-01-30T12:00,3.9,1.00,1.00,0.00,100,21.6,34.0
2021-01-30T13:00,3.9,0.90,0.90,0.00,100,24.9,38.7
2021-01-30T14:00,3.8,0.80,0.80,0.00,100,26.1,40.2
2021-01-30T15:00,3.7,0.50,0.50,0.00,100,25.1,38.6
2021-01-30T16:00,3.5,0.30,0.30,0.00,100,23.4,37.7
2021-01-30T17:00,3.3,0.20,0.20,0.00,100,24.5,39.8
2021-01-30T18:00,3.3,0.00,0.00,0.00,100,26.7,43.5
2021-01-30T19:00,3.5,0.00,0.00,0.00,100,26.7,43.9
2021-01-30T20:00,3.7,0.00,0.00,0.00,83,26.2,43.0
2021-01-30T21:00,3.8,0.00,0.00,0.00,93,25.6,42.2
2021-01-30T22:00,3.6,0.00,0.00,0.00,63,22.6,36.9
2021-01-30T23:00,3.4,0.00,0.00,0.00,55,22.6,37.0
2021-01-31T00:00,3.2,0.00,0.00,0.00,34,22.4,37.2
2021-01-31T01:00,2.8,0.00,0.00,0.00,19,21.3,36.1
2021-01-31T02:00,2.4,0.00,0.00,0.00,26,19.8,34.6
2021-01-31T03:00,1.9,0.00,0.00,0.00,31,18.3,32.7
2021-01-31T04:00,1.5,0.00,0.00,0.00,33,17.2,30.9
2021-01-31T05:00,1.2,0.00,0.00,0.00,36,16.8,29.8
2021-01-31T06:00,0.9,0.00,0.00,0.00,37,16.8,29.8
2021-01-31T07:00,0.7,0.00,0.00,0.00,34,16.2,29.2
2021-01-31T08:00,0.7,0.00,0.00,0.00,54,16.6,30.2
2021-01-31T09:00,1.8,0.00,0.00,0.00,65,16.7,28.9
2021-01-31T10:00,2.7,0.00,0.00,0.00,56,14.9,23.4
2021-01-31T11:00,3.2,0.00,0.00,0.00,100,19.2,28.0
2021-01-31T12:00,3.2,0.00,0.00,0.00,100,17.7,25.4
2021-01-31T13:00,3.3,0.00,0.00,0.00,100,18.0,26.0
2021-01-31T14:00,3.0,0.20,0.20,0.00,100,16.6,24.2
2021-01-31T15:00,2.6,0.20,0.20,0.00,100,16.2,24.1
2021-01-31T16:00,2.5,0.20,0.20,0.00,100,15.5,23.4
2021-01-31T17:00,2.4,0.20,0.20,0.00,100,14.8,23.4
2021-01-31T18:00,2.3,0.30,0.30,0.00,100,13.7,22.7
2021-01-31T19:00,2.3,0.30,0.30,0.00,100,12.3,20.5
2021-01-31T20:00,2.6,0.40,0.40,0.00,100,10.2,16.9
2021-01-31T21:00,2.8,0.30,0.30,0.00,100,10.0,16.3
2021-01-31T22:00,3.1,0.10,0.10,0.00,100,10.7,18.2
2021-01-31T23:00,3.2,0.00,0.00,0.00,100,10.9,19.1

time,precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),windspeed_10m_max (km/h),windgusts_10m_max (km/h)
2021-01-01,0.70,0.70,0.00,4.0,11.5,24.1
2021-01-02,0.00,0.00,0.00,0.0,13.9,28.4
2021-01-03,0.00,0.00,0.00,0.0,18.0,36.7
2021-01-04,2.10,2.10,0.00,8.0,25.9,48.6
2021-01-05,2.00,2.00,0.00,13.0,26.0,43.9
2021-01-06,0.60,0.50,0.07,3.0,18.7,36.0
2021-01-07,0.00,0.00,0.00,0.0,11.2,22.0
2021-01-08,0.00,0.00,0.00,0.0,8.8,18.4
2021-01-09,0.00,0.00,0.00,0.0,9.8,19.4
2021-01-10,0.00,0.00,0.00,0.0,11.9,22.7
2021-01-11,1.00,1.00,0.00,3.0,26.2,51.8
2021-01-12,4.10,4.10,0.00,10.0,29.4,54.7
2021-01-13,5.30,5.30,0.00,13.0,16.2,29.2
2021-01-14,25.30,25.30,0.00,20.0,15.7,33.1
2021-01-15,0.00,0.00,0.00,0.0,13.1,25.9
2021-01-16,6.40,4.20,1.54,10.0,25.6,48.2
2021-01-17,0.00,0.00,0.00,0.0,20.7,45.0
2021-01-18,2.90,2.90,0.00,4.0,25.0,47.9
2021-01-19,3.20,3.20,0.00,11.0,33.2,63.4
2021-01-20,8.60,8.60,0.00,19.0,36.7,85.3
2021-01-21,2.10,2.10,0.00,5.0,40.1,73.4
2021-01-22,0.90,0.90,0.00,3.0,16.1,28.4
2021-01-23,0.00,0.00,0.00,0.0,15.5,32.0
2021-01-24,4.70,1.10,2.59,8.0,15.9,39.2
2021-01-25,0.00,0.00,0.00,0.0,18.3,34.9
2021-01-26,2.20,2.20,0.00,12.0,21.8,45.0
2021-01-27,2.60,2.60,0.00,5.0,13.2,34.2
2021-01-28,10.90,10.90,0.00,11.0,27.0,52.2
2021-01-29,5.30,5.30,0.00,5.0,25.6,52.2
2021-01-30,13.10,13.10,0.00,15.0,26.7,56.2
2021-01-31,2.20,2.20,0.00,9.0,22.4,45.0
